16
0.1,128,320
0.1,128,352
0.1,128,384
0.1,128,416
0.1,128,448
0.1,128,480
0.1,128,512
0.1,128,544
0.1,128,576
0.1,128,608
0.1,128,640
0.1,128,672
0.1,128,704
0.1,128,736
0.1,128,768
1.1,128,800
1.1,160,-32
0.1,160,0
0.1,160,32
0.1,160,64
0.1,160,96
0.1,160,128
0.1,160,160
0.1,160,192
0.1,160,224
0.1,160,256
0.1,160,288
0.1,160,320
0.1,160,352
0.1,160,384
0.1,160,416
0.1,160,448
0.1,160,480
0.1,160,512
0.1,160,544
0.1,160,576
0.1,160,608
0.1,160,640
0.1,160,672
0.1,160,704
0.1,160,736
0.1,160,768
1.1,160,800
1.1,192,-32
0.1,192,0
0.1,192,32
0.1,192,64
0.1,192,96
0.1,192,128
0.1,192,160
0.1,192,192
0.1,192,224
0.1,192,256
0.1,192,288
0.1,192,320
0.1,192,352
0.1,192,384
0.1,192,416
0.1,192,448
0.1,192,480
0.1,192,512
0.1,192,544
0.1,192,576
0.1,192,608
0.1,192,640
0.1,192,672
0.1,192,704
0.1,192,736
0.1,192,768
1.1,192,800
1.1,224,-32
0.1,224,0
0.1,224,32
0.1,224,64
0.1,224,96
0.1,224,128
0.1,224,160
0.1,224,192
0.1,224,224
0.1,224,256
0.1,224,288
0.1,224,320
0.1,224,352
0.1,224,384
0.1,224,416
0.1,224,448
0.1,224,480
0.1,224,512
0.1,224,544
0.1,224,576
0.1,224,608
0.1,224,640
0.1,224,672
0.1,224,704
0.1,224,736
0.1,224,768
1.1,224,800
1.1,256,-32
0.1,256,0
0.1,256,32
0.1,256,64
0.1,256,96
0.1,256,128
0.1,256,160
0.1,256,192
0.1,256,224
0.1,256,256
0.1,256,288
0.1,256,320
0.1,256,352
0.1,256,384
0.1,256,416
0.1,256,448
0.1,256,480
0.1,256,512
0.1,256,544
0.1,256,576
0.1,256,608
0.1,256,640
0.1,256,672
0.1,256,704
0.1,256,736
0.1,256,768
1.1,256,800
1.1,288,-32
0.1,288,0
0.1,288,32
0.1,288,64
0.1,288,96
0.1,288,128
0.1,288,160
0.1,288,192
0.1,288,224
0.1,288,256
0.1,288,288
0.1,288,320
0.1,288,352
0.1,288,384
0.1,288,416
0.1,288,448
0.1,288,480
0.1,288,512
0.1,288,544
0.1,288,576
0.1,288,608
0.1,288,640
0.1,288,672
0.1,288,704
0.1,288,736
0.1,288,768
1.1,288,800
1.1,320,-32
0.1,320,0
0.1,320,32
0.1,320,64
0.1,320,96
0.1,320,128
0.1,320,160
0.1,320,192
0.1,320,224
0.1,320,256
0.1,320,288
0.1,320,320
0.1,320,352
0.1,320,384
0.1,320,416
0.1,320,448
0.1,320,480
0.1,320,512
0.1,320,544
0.1,320,576
0.1,320,608
0.1,320,640
0.1,320,672
0.1,320,704
0.1,320,736
0.1,320,768
1.1,320,800
1.1,352,-32
0.1,352,0
0.1,352,32
0.1,352,64
0.1,352,96
0.1,352,128
0.1,352,160
0.1,352,192
0.1,352,224
0.1,352,256
0.1,352,288
0.1,352,320
0.1,352,352
0.1,352,384
0.1,352,416
0.1,352,448
0.1,352,480
0.1,352,512
0.1,352,544
0.1,352,576
0.1,352,608
0.1,352,640
0.1,352,672
0.1,352,704
0.1,352,736
0.1,352,768
1.1,352,800
1.1,384,-32
0.1,384,0
0.1,384,32
0.1,384,64
0.1,384,96
0.1,384,128
0.1,384,160
0.1,384,192
0.1,384,224
0.1,384,256
0.1,384,288
0.1,384,320
0.1,384,352
0.1,384,384
0.1,384,416
0.1,384,448
0.1,384,480
0.1,384,512
0.1,384,544
0.1,384,576
0.1,384,608
0.1,384,640
0.1,384,672
0.1,384,704
0.1,384,736
0.1,384,768
1.1,384,800
1.1,416,-32
0.1,416,0
0.1,416,32
0.1,416,64
0.1,416,96
0.1,416,128
0.1,416,160
0.1,416,192
0.1,416,224
0.1,416,256
0.1,416,288
0.1,416,320
0.1,416,352
0.1,416,384
0.1,416,416
0.1,416,448
0.1,416,480
0.1,416,512
0.1,416,544
0.1,416,576
0.1,416,608
0.1,416,640
0.1,416,672
0.1,416,704
0.1,416,736
0.1,416,768
1.1,416,800
1.1,448,-32
0.1,448,0
0.1,448,32
0.1,448,64
0.1,448,96
0.1,448,128
0.1,448,160
0.1,448,192
0.1,448,224
0.1,448,256
0.1,448,288
0.1,448,320
0.1,448,352
0.1,448,384
0.1,448,416
0.1,448,448
0.1,448,480
0.1,448,512
0.1,448,544
0.1,448,576
0.1,448,608
0.1,448,640
0.1,448,672
0.1,448,704
0.1,448,736
0.1,448,768
1.1,448,800
1.1,480,-32
0.1,480,0
0.1,480,32
0.1,480,64
0.1,480,96
0.1,480,128
0.1,480,160
0.1,480,192
0.1,480,224
0.1,480,256
0.1,480,288
0.1,480,320
0.1,480,352
0.1,480,384
0.1,480,416
0.1,480,448
0.1,480,480
0.1,480,512
0.1,480,544
0.1,480,576
0.1,480,608
0.1,480,640
0.1,480,672
0.1,480,704
0.1,480,736
0.1,480,768
1.1,480,800
1.1,512,-32
0.1,512,0
0.1,512,32
0.1,512,64
0.1,512,96
0.1,512,128
0.1,512,160
0.1,512,192
0.1,512,224
0.1,512,256
0.1,512,288
0.1,512,320
0.1,512,352
0.1,512,384
0.1,512,416
0.1,512,448
0.1,512,480
0.1,512,512
0.1,512,544
0.1,512,576
0.1,512,608
0.1,512,640
0.1,512,672
0.1,512,704
0.1,512,736
0.1,512,768
1.1,512,800
1.1,544,-32
0.1,544,0
0.1,544,32
0.1,544,64
0.1,544,96
0.1,544,128
0.1,544,160
0.1,544,192
0.1,544,224
0.1,544,256
0.1,544,288
0.1,544,320
0.1,544,352
0.1,544,384
0.1,544,416
0.1,544,448
0.1,544,480
0.1,544,512
0.1,544,544
0.1,544,576
0.1,544,608
0.1,544,640
0.1,544,672
0.1,544,704
0.1,544,736
0.1,544,768
1.1,544,800
1.1,576,-32
0.1,576,0
0.1,576,32
0.1,576,64
0.1,576,96
0.1,576,128
0.1,576,160
0.1,576,192
0.1,576,224
0.1,576,256
0.1,576,288
0.1,576,320
0.1,576,352
0.1,576,384
0.1,576,416
0.1,576,448
0.1,576,480
0.1,576,512
0.1,576,544
0.1,576,576
0.1,576,608
0.1,576,640
0.1,576,672
0.1,576,704
0.1,576,736
0.1,576,768
1.1,576,800
1.1,608,-32
0.1,608,0
0.1,608,32
0.1,608,64
0.1,608,96
0.1,608,128
0.1,608,160
0.1,608,192
0.1,608,224
0.1,608,256
0.1,608,288
0.1,608,320
0.1,608,352
0.1,608,384
0.1,608,416
0.1,608,448
0.1,608,480
0.1,608,512
0.1,608,544
0.1,608,576
0.1,608,608
0.1,608,640
0.1,608,672
0.1,608,704
0.1,608,736
0.1,608,768
1.1,608,800
1.1,640,-32
0.1,640,0
0.1,640,32
0.1,640,64
0.1,640,96
0.1,640,128
0.1,640,160
0.1,640,192
0.1,640,224
0.1,640,256
0.1,640,288
0.1,640,320
0.1,640,352
0.1,640,384
0.1,640,416
0.1,640,448
0.1,640,480
0.1,640,512
0.1,640,544
0.1,640,576
0.1,640,608
0.1,640,640
0.1,640,672
0.1,640,704
0.1,640,736
0.1,640,768
1.1,640,800
1.1,672,-32
0.1,672,0
0.1,672,32
0.1,672,64
0.1,672,96
0.1,672,128
0.1,672,160
0.1,672,192
0.1,672,224
0.1,672,256
0.1,672,288
0.1,672,320
0.1,672,352
0.1,672,384
0.1,672,416
0.1,672,448
0.1,672,480
0.1,672,512
0.1,672,544
0.1,672,576
0.1,672,608
0.1,672,640
0.1,672,672
0.1,672,704
0.1,672,736
0.1,672,768
1.1,672,800
1.1,704,-32
0.1,704,0
0.1,704,32
0.1,704,64
0.1,704,96
0.1,704,128
0.1,704,160
0.1,704,192
0.1,704,224
0.1,704,256
0.1,704,288
0.1,704,320
0.1,704,352
0.1,704,384
0.1,704,416
0.1,704,448
0.1,704,480
0.1,704,512
0.1,704,544
0.1,704,576
0.1,704,608
0.1,704,640
0.1,704,672
0.1,704,704
0.1,704,736
0.1,704,768
1.1,704,800
1.1,736,-32
0.1,736,0
0.1,736,32
0.1,736,64
0.1,736,96
0.1,736,128
0.1,736,160
0.1,736,192
0.1,736,224
0.1,736,256
0.1,736,288
0.1,736,320
0.1,736,352
0.1,736,384
0.1,736,416
0.1,736,448
0.1,736,480
0.1,736,512
0.1,736,544
0.1,736,576
0.1,736,608
0.1,736,640
0.1,736,672
0.1,736,704
0.1,736,736
0.1,736,768
1.1,736,800
1.1,768,-32
0.1,768,0
0.1,768,32
0.1,768,64
0.1,768,96
0.1,768,128
0.1,768,160
0.1,768,192
0.1,768,224
0.1,768,256
0.1,768,288
0.1,768,320
0.1,768,352
0.1,768,384
0.1,768,416
0.1,768,448
0.1,768,480
0.1,768,512
0.1,768,544
0.1,768,576
0.1,768,608
0.1,768,640
0.1,768,672
0.1,768,704
0.1,768,736
0.1,768,768
1.1,768,800
1.1,800,-32
0.1,800,0
0.1,800,32
0.1,800,64
0.1,800,96
0.1,800,128
0.1,800,160
0.1,800,192
0.1,800,224
0.1,800,256
0.1,800,288
0.1,800,320
0.1,800,352
0.1,800,384
0.1,800,416
0.1,800,448
0.1,800,480
0.1,800,512
0.1,800,544
0.1,800,576
0.1,800,608
0.1,800,640
0.1,800,672
0.1,800,704
0.1,800,736
0.1,800,768
1.1,800,800
1.1,832,-32
0.1,832,0
0.1,832,32
0.1,832,64
0.1,832,96
0.1,832,128
0.1,832,160
0.1,832,192
0.1,832,224
0.1,832,256
0.1,832,288
0.1,832,320
0.1,832,352
0.1,832,384
0.1,832,416
0.1,832,448
0.1,832,480
0.1,832,512
0.1,832,544
0.1,832,576
0.1,832,608
0.1,832,640
0.1,832,672
0.1,832,704
0.1,832,736
0.1,832,768
1.1,832,800
1.1,864,-32
0.1,864,0
0.1,864,32
0.1,864,64
0.1,864,96
0.1,864,128
0.1,864,160
0.1,864,192
0.1,864,224
0.1,864,256
0.1,864,288
0.1,864,320
0.1,864,352
0.1,864,384
0.1,864,416
0.1,864,448
0.1,864,480
0.1,864,512
0.1,864,544
0.1,864,576
0.1,864,608
0.1,864,640
0.1,864,672
0.1,864,704
0.1,864,736
0.1,864,768
1.1,864,800
1.1,896,-32
0.1,896,0
0.1,896,32
0.1,896,64
0.1,896,96
0.1,896,128
0.1,896,160
0.1,896,192
0.1,896,224
0.1,896,256
0.1,896,288
0.1,896,320
0.1,896,352
0.1,896,384
0.1,896,416
0.1,896,448
0.1,896,480
0.1,896,512
0.1,896,544
0.1,896,576
0.1,896,608
0.1,896,640
0.1,896,672
0.1,896,704
0.1,896,736
0.1,896,768
1.1,896,800
1.1,928,-32
0.1,928,0
0.1,928,32
0.1,928,64
0.1,928,96
0.1,928,128
0.1,928,160
0.1,928,192
0.1,928,224
0.1,928,256
0.1,928,288
0.1,928,320
0.1,928,352
0.1,928,384
0.1,928,416
0.1,928,448
0.1,928,480
0.1,928,512
0.1,928,544
0.1,928,576
0.1,928,608
0.1,928,640
0.1,928,672
0.1,928,704
0.1,928,736
0.1,928,768
1.1,928,800
1.1,960,-32
0.1,960,0
0.1,960,32
0.1,960,64
0.1,960,96
0.1,960,128
0.1,960,160
0.1,960,192
0.1,960,224
0.1,960,256
0.1,960,288
0.1,960,320
0.1,960,352
0.1,960,384
0.1,960,416
0.1,960,448
0.1,960,480
0.1,960,512
0.1,960,544
0.1,960,576
0.1,960,608
0.1,960,640
0.1,960,672
0.1,960,704
0.1,960,736
0.1,960,768
1.1,960,800
1.1,992,-32
0.1,992,0
0.1,992,32
0.1,992,64
0.1,992,96
0.1,992,128
0.1,992,160
0.1,992,192
0.1,992,224
0.1,992,256
0.1,992,288
0.1,992,320
0.1,992,352
0.1,992,384
0.1,992,416
0.1,992,448
0.1,992,480
0.1,992,512
0.1,992,544
0.1,992,576
0.1,992,608
0.1,992,640
0.1,992,672
0.1,992,704
0.1,992,736
0.1,992,768
1.1,992,800
1.1,1024,-32
1.1,1024,0
1.1,1024,32
1.1,1024,64
1.1,1024,96
1.1,1024,128
1.1,1024,160
1.1,1024,192
1.1,1024,224
1.1,1024,256
1.1,1024,288
1.1,1024,320
1.1,1024,352
1.1,1024,384
1.1,1024,416
1.1,1024,448
1.1,1024,480
1.1,1024,512
1.1,1024,544
1.1,1024,576
1.1,1024,608
1.1,1024,640
1.1,1024,672
1.1,1024,704
1.1,1024,736
1.1,1024,768
1.1,1024,800
2.3,160,128
3.1,704,192
3.1,544,480
4.1,608,128
4.1,352,448
4.2,448,320
3.1,864,128
3.1,800,352
3.1,736,544
3.1,384,736
3.1,160,672
1.1,320,32
1.1,320,64
1.1,320,96
1.1,320,128
1.1,320,160
1.1,320,192
1.27,416,32
1.27,416,96
1.27,416,96
1.27,416,128
1.27,416,64
1.27,416,160
